GO_ID	pValues	interestCount	backgroundCount
GO:0050805	1.0	0	7
GO:0003713	0.2629243827991222	24	302
GO:0003712	0.037591126688624896	16	143
GO:0097191	0.04397969676953802	6	38
GO:0009954	0.3934631811564106	1	7
GO:0051168	0.8067002661134604	1	23
GO:0061549	0.0021374646539683195	4	9
GO:0030280	0.0010940343822606168	12	63
GO:0140955	0.34854795329137683	1	6
GO:0030198	3.501466054539012e-05	21	115
GO:1903348	0.027178269636604517	3	10
GO:0042473	0.025938039705131852	2	4
GO:0031103	0.5756674533753028	1	12
GO:0048678	0.864808266812163	1	28
GO:0061564	1.0	0	31
GO:0031175	0.7048714121099414	8	133
GO:0007613	0.8946619182510875	2	54
GO:0007611	0.9757320566480576	1	52
GO:0050890	0.7620830937167236	3	57
GO:0050877	1.0	0	50
GO:0008021	0.9998464045621237	2	158
GO:0070382	0.6401740179487392	2	31
GO:0030133	0.9965174528059301	2	110
GO:1905516	0.3003092864980996	1	5
GO:1901660	0.24850146150336413	1	4
GO:0071007	0.9427060061562016	1	40
GO:0071013	0.9884838248121978	2	91
GO:0071372	0.1479196627494554	2	10
GO:0032354	1.0	0	5
GO:0120146	0.34854795329137683	1	6
GO:0051861	1.0	0	6
GO:0070665	0.5104787423462751	1	10
GO:0098586	0.9949829489257098	1	74
GO:0009615	0.7628180296024631	6	108
GO:0005385	0.2650532301491419	3	26
GO:0007498	0.1906159710115221	3	22
GO:0060485	1.0	0	6
GO:0001755	0.09338773253926848	3	16
GO:0046834	0.0021374646539683195	4	9
GO:0140322	0.19286060605380606	1	3
GO:2001044	0.059115952531713624	2	6
GO:0035914	0.47422283438659296	1	9
GO:0008146	0.967683983616045	1	48
GO:1900087	0.45589001451650385	3	36
GO:1901992	0.34854795329137683	1	6
GO:0045931	0.864808266812163	1	28
GO:2000045	0.49444378098591	5	67
GO:1903003	0.24850146150336413	1	4
GO:1903925	0.19286060605380606	1	3
GO:0004115	0.8067002661134604	1	23
GO:0004114	1.0	0	23
GO:0004112	1.0	0	6
GO:0008081	1.0	0	57
GO:0001708	0.4771867610776184	2	23
GO:0071168	0.5641278200212558	2	27
GO:0034502	1.0	0	3
GO:0071394	0.34854795329137683	1	6
GO:0071396	0.9338902389268295	1	38
GO:0033574	0.705368222563323	2	35
GO:0051149	0.6321806093576154	1	14
GO:0032091	0.7427076829224035	1	19
GO:0038061	0.35505509587685286	2	18
GO:0006355	4.720519348695735e-161	416	1443
GO:0035173	1.0	0	6
GO:0003177	0.025938039705131852	2	4
GO:2000637	0.34854795329137683	1	6
GO:0002053	0.12377138412688521	2	9
GO:0045236	0.6321806093576154	1	14
GO:0042379	1.0	0	11
GO:0005126	1.0	0	33
GO:0010804	0.30352487113286764	3	28
GO:0019005	0.01887185064490298	12	89
GO:0008131	0.3934631811564106	1	7
GO:0097621	0.19286060605380606	1	3
GO:0016641	1.0	0	5
GO:0001618	0.928986423724504	1	37
GO:0140272	1.0	0	3
GO:0050852	0.8519781129250689	5	104
GO:0050851	1.0	0	7
GO:0002429	1.0	0	5
GO:0002768	0.19849321650809154	2	12
GO:0031334	0.8261790592723188	2	45
GO:0006508	4.0766030272402585e-09	67	459
GO:0042063	0.34854795329137683	1	6
GO:0022008	0.6425021755348705	5	79
GO:0033629	0.2244868060751178	2	13
GO:0043570	0.24850146150336413	1	4
GO:0045687	0.19286060605380606	1	3
GO:0051562	0.24850146150336413	1	4
GO:0051560	0.6321806093576154	1	14
GO:0006874	0.7845589086933702	5	94
GO:0055074	0.890915787877195	1	31
GO:1990112	0.34854795329137683	1	6
GO:2000563	0.3003092864980996	1	5
GO:2000516	1.0	0	4
GO:0050870	1.0	0	38
GO:1903039	1.0	0	4
GO:0046641	1.0	0	3
GO:0042102	0.7170938658551038	3	53
GO:0050671	1.0	0	7
GO:0032946	1.0	0	3
GO:0005345	0.025938039705131852	2	4
GO:1903413	0.025938039705131852	2	4
GO:1900026	0.5269423022282329	3	40
GO:1900024	1.0	0	5
GO:0060816	0.47422283438659296	1	9
GO:0009048	0.5104787423462751	1	10
GO:0090051	0.6575506730915142	1	15
GO:0043537	0.776985913544772	1	21
GO:0043535	0.059115952531713624	2	6
GO:0046813	0.34854795329137683	1	6
GO:0019062	1.0	0	3
GO:0044406	1.0	0	3
GO:0072011	0.24850146150336413	1	4
GO:0003158	1.0	0	6
GO:0043679	0.9863168903752411	1	60
GO:0044306	0.776985913544772	1	21
GO:0098793	0.9988928647036284	6	230
GO:0007286	0.93165836768527	3	83
GO:0001784	0.8442009303915033	2	47
GO:0070886	0.7604587169463339	1	20
GO:0070884	1.0	0	5
GO:0010572	0.5756674533753028	1	12
GO:0010543	1.0	0	6
GO:0097180	0.3003092864980996	1	5
GO:0097179	0.34854795329137683	1	6
GO:1904090	1.0	0	4
GO:0033005	1.0	0	5
GO:0033003	1.0	0	3
GO:0006357	1.0309135989755517e-209	481	1524
GO:0045444	0.44013269270408656	5	63
GO:2000552	0.24850146150336413	1	4
GO:0002725	0.47422283438659296	1	9
GO:0002719	0.3003092864980996	1	5
GO:0002724	0.24850146150336413	1	4
GO:0002829	1.0	0	4
GO:1905146	0.604932507316985	1	13
GO:0031145	0.7923735919814672	1	22
GO:0033280	0.7604587169463339	1	20
GO:1990910	0.19286060605380606	1	3
GO:0001666	0.7637682138052646	8	141
GO:0070482	1.0	0	4
GO:0030505	0.19286060605380606	1	3
GO:0015698	1.0	0	6
GO:0062111	0.07905658610117396	2	7
GO:0071577	0.2650532301491419	3	26
GO:0006829	0.604932507316985	1	13
GO:0031390	0.3934631811564106	1	7
GO:0007597	0.05552847388944662	3	13
GO:0051604	0.9378258970128832	5	125
GO:0010467	0.1246249892785081	10	96
GO:0002081	0.24850146150336413	1	4
GO:0001891	0.6401740179487392	2	31
GO:0048787	0.7340971298003891	2	37
GO:0055003	0.544236266969702	1	11
GO:0030239	1.0	0	15
GO:0008373	0.776985913544772	1	21
GO:0016757	0.9295578386322645	2	61
GO:2000300	0.9180614862259393	1	35
GO:0046928	1.0	0	17
GO:1903530	1.0	0	4
GO:1903305	1.0	0	3
GO:0017157	1.0	0	24
GO:1903843	0.19286060605380606	1	3
GO:0071243	1.0	0	6
GO:0046685	0.544236266969702	1	11
GO:0008156	0.6321806093576154	1	14
GO:0051053	1.0	0	3
GO:0032922	0.2902115530797289	6	65
GO:0003730	0.8274382258763133	5	100
GO:0003729	0.9563909930815088	12	264
GO:0071421	0.5104787423462751	1	10
GO:0140115	1.0	0	10
GO:0071549	0.7031651933270016	1	17
GO:0071548	0.27699971708303567	2	15
GO:0051384	0.9652855773905438	1	47
GO:0048545	0.8440205178320941	1	26
GO:0071385	0.02357290237253674	6	33
GO:0034224	0.04127016152442236	2	5
GO:0033631	0.0001177600919389884	7	18
GO:0032190	0.04127016152442236	2	5
GO:0016651	0.5104787423462751	1	10
GO:0002052	0.604932507316985	1	13
GO:2000179	0.35505509587685286	2	18
GO:2000177	0.025938039705131852	2	4
GO:1902692	1.0	0	3
GO:0071383	0.6575506730915142	1	15
GO:0000729	0.544236266969702	1	11
GO:0004867	0.01887185064490298	12	89
GO:0001849	0.43528378435773646	1	8
GO:0001848	0.3934631811564106	1	7
GO:0004869	0.43741567743876697	3	35
GO:0004866	0.2212174282027028	5	47
GO:0030414	0.0011799239474044039	8	32
GO:0061036	0.2507071807887816	2	14
GO:1990931	0.24850146150336413	1	4
GO:0035515	1.0	0	6
GO:0016706	0.776985913544772	1	21
GO:0032451	1.0	0	4
GO:0030182	0.8155679001158453	9	166
GO:0002183	1.0	0	24
GO:0006413	1.0	0	60
GO:0060347	0.47422283438659296	1	9
GO:0070857	0.3003092864980996	1	5
GO:0050810	1.0	0	5
GO:0010561	0.34854795329137683	1	6
GO:0010559	0.19286060605380606	1	3
GO:0001739	0.34854795329137683	1	6
GO:0055015	0.3934631811564106	1	7
GO:0055013	1.0	0	15
GO:2000404	1.0	0	4
GO:2000401	1.0	0	5
GO:0030276	0.9180614862259393	1	35
GO:0042554	0.8067002661134604	1	23
GO:0006801	0.6811720512583292	1	16
GO:0072593	1.0	0	21
GO:0022900	0.6321806093576154	1	14
GO:0090103	0.6575506730915142	1	15
GO:0048598	1.0	0	15
GO:0000281	0.9474511251769387	2	66
GO:0061640	1.0	0	21
GO:0005262	0.9933169093723557	1	70
GO:0046427	0.9503469333477125	1	42
GO:0046425	0.19849321650809154	2	12
GO:0030851	0.43528378435773646	1	8
GO:0002573	1.0	0	5
GO:0030099	0.35505509587685286	2	18
GO:0005006	0.19286060605380606	1	3
GO:0004714	0.017946102858123054	8	49
GO:0160093	0.19286060605380606	1	3
GO:0021637	0.005578579509839814	3	6
GO:0047497	1.0	0	8
GO:0051654	1.0	0	3
GO:0051646	1.0	0	12
GO:0010824	0.8324579989766606	1	25
GO:0046605	1.0	0	9
GO:0035497	0.604932507316985	1	13
GO:0000978	2.506394652753335e-162	368	1115
GO:0002042	0.07927861534783726	4	24
GO:0043534	1.0	0	5
GO:0043542	0.4741033370244409	3	37
GO:0038128	0.43528378435773646	1	8
GO:0007379	1.0	0	4
GO:0043304	0.43528378435773646	1	8
GO:0045047	0.6575506730915142	1	15
GO:0006605	0.3807202922782393	3	32
GO:0003323	0.43528378435773646	1	8
GO:0070373	0.9408853890375448	2	64
GO:0070372	0.012771304232033319	6	29
GO:0043184	0.47422283438659296	1	9
GO:0005172	0.24850146150336413	1	4
GO:0070851	1.0	0	6
GO:0140448	0.34854795329137683	1	6
GO:0016485	0.015131254342226516	14	107
GO:0009566	0.30352487113286764	3	28
GO:0046598	0.12377138412688521	2	9
GO:1903902	1.0	0	6
GO:0048524	1.0	0	3
GO:0046596	1.0	0	4
GO:0017124	0.8266931766029533	3	64
GO:0019904	0.9671212339148961	9	217
GO:0008083	0.25047557297543144	12	139
GO:0048018	0.1670743965528511	16	178
GO:0030546	1.0	0	9
GO:0030545	1.0	0	14
GO:0050965	0.32928177815957166	2	17
GO:0009266	1.0	0	9
GO:0009582	1.0	0	4
GO:0030878	0.544236266969702	1	11
GO:1904706	0.776985913544772	1	21
GO:0048660	1.0	0	10
GO:0048662	0.8547856215940495	1	27
GO:0001706	0.47422283438659296	1	9
GO:0001704	0.3934631811564106	1	7
GO:0098978	0.5232788483392816	38	551
GO:0032993	0.42397527443974886	4	48
GO:0008360	0.9572410894384904	3	92
GO:0006813	0.9996945662903135	1	113
GO:0010591	0.43528378435773646	1	8
GO:2000406	0.405438036467731	2	20
GO:0140009	0.34854795329137683	1	6
GO:0089718	1.0	0	23
GO:0003333	1.0	0	29
GO:0006865	0.9627093083054579	1	46
GO:0070778	0.3934631811564106	1	7
GO:0015810	1.0	0	12
GO:1905039	1.0	0	10
GO:0046942	1.0	0	4
GO:0006835	1.0	0	3
GO:1902475	1.0	0	15
GO:0015807	1.0	0	3
GO:0048010	0.2650532301491419	3	26
GO:0045780	0.00030865525449470116	6	15
GO:0000922	0.9998740635136614	2	161
GO:0034214	0.6575506730915142	1	15
GO:0051259	0.8547856215940495	1	27
GO:0030199	0.5870660962866785	4	59
GO:0036374	0.43528378435773646	1	8
GO:0008242	1.0	0	3
GO:1904262	0.7514131575615488	3	56
GO:0032007	0.6221957864493053	2	30
GO:0014002	0.04127016152442236	2	5
GO:0007369	0.1479196627494554	2	10
GO:0097491	0.0012396654121504043	3	4
GO:0035871	0.544236266969702	1	11
GO:0016579	0.9993736315716893	1	103
GO:0043687	0.9384556543568712	1	39
GO:0035098	0.10784166881216065	3	17
GO:0031519	0.13588662775009724	4	29
GO:0035097	1.0	0	29
GO:0034708	1.0	0	8
GO:0045778	0.025936029932438317	4	17
GO:0003382	0.5756674533753028	1	12
GO:0044321	0.43528378435773646	1	8
GO:0051087	0.9274797767236522	4	102
GO:0044027	0.604932507316985	1	13
GO:0005004	0.005578579509839814	3	6
GO:0160091	0.24850146150336413	1	4
GO:0035987	0.30352487113286764	3	28
GO:0019229	0.35505509587685286	2	18
GO:0008988	0.19286060605380606	1	3
GO:0008170	1.0	0	6
GO:0008649	1.0	0	4
GO:0007632	1.0	0	3
GO:0060041	0.12348721452333014	4	28
GO:0051932	0.8200390438214065	1	24
GO:0007268	0.9999840975285449	2	192
GO:0099537	1.0	0	4
GO:0099536	1.0	0	11
GO:0045742	0.3615114297075189	3	31
GO:0042058	0.17290349611200884	2	11
GO:0044729	0.025938039705131852	2	4
GO:0070004	0.025938039705131852	2	4
GO:0002446	0.5756674533753028	1	12
GO:0005604	0.04493493501718152	12	101
GO:0034314	0.776985913544772	1	21
GO:0045010	0.43528378435773646	1	8
GO:0098911	0.544236266969702	1	11
GO:0098901	1.0	0	6
GO:0086004	0.6321806093576154	1	14
GO:0032970	1.0	0	3
GO:0048703	0.3003092864980996	1	5
GO:0005546	0.9833105714984823	2	85
GO:1901981	1.0	0	30
GO:1902936	1.0	0	14
GO:0061001	0.776985913544772	1	21
GO:0099175	0.3615114297075189	3	31
GO:0030010	0.6574709329934392	2	32
GO:0007163	0.967683983616045	1	48
GO:0004622	0.8067002661134604	1	23
GO:0009247	0.6321806093576154	1	14
GO:0006664	1.0	0	3
GO:0005524	0.9999999996085313	34	1156
GO:0070724	0.025938039705131852	2	4
GO:0045499	1.740159379933234e-06	11	29
GO:0043523	0.2650532301491419	3	26
GO:0051480	0.7726919341829859	2	40
GO:0007598	0.19286060605380606	1	3
GO:0032911	0.04127016152442236	2	5
GO:2000611	0.24850146150336413	1	4
GO:0010817	0.24850146150336413	1	4
GO:2000609	1.0	0	4
GO:0006661	0.8752395332845487	2	51
GO:0006825	0.43528378435773646	1	8
GO:0032909	1.0	0	4
GO:0071635	0.009264368608062802	3	7
GO:0042043	0.6811720512583292	1	16
GO:0019827	0.14876489777755456	4	30
GO:0051402	0.32286774536934093	3	29
GO:0009898	0.9710992724751334	5	142
GO:0098562	1.0	0	6
GO:0036462	0.12377138412688521	2	9
GO:0008625	0.07349783912534058	5	33
GO:0008385	0.43528378435773646	1	8
GO:1905606	0.5641278200212558	2	27
GO:0043087	0.8440205178320941	1	26
GO:0003163	0.43528378435773646	1	8
GO:0003228	0.19286060605380606	1	3
GO:0048738	0.604932507316985	1	13
GO:0060537	1.0	0	7
GO:0072345	0.3003092864980996	1	5
GO:0015278	1.0	0	9
GO:0099604	0.34854795329137683	1	6
GO:0097084	0.3934631811564106	1	7
GO:0031091	0.7427076829224035	1	19
GO:0010906	0.7604587169463339	1	20
GO:0006749	0.8164813858824143	2	44
GO:1902093	0.5756674533753028	1	12
GO:0003352	1.0	0	4
GO:0060632	1.0	0	8
GO:1901317	1.0	0	5
GO:0099572	0.044954894131595535	3	12
GO:0045124	0.5104787423462751	1	10
GO:0046850	1.0	0	6
GO:0034103	0.3003092864980996	1	5
GO:0032736	0.15570374350738317	3	20
GO:0034333	0.2244868060751178	2	13
GO:0034332	0.34221250621287286	3	30
GO:0007043	0.49203076391511186	3	38
GO:0034329	1.0	0	11
GO:0043014	0.9627093083054579	1	46
GO:0015631	0.9673898519490449	2	74
GO:0007173	0.04067825185242028	8	57
GO:0045116	0.6811720512583292	1	16
GO:0032446	1.0	0	13
GO:0006688	0.890915787877195	1	31
GO:0030148	0.9503469333477125	1	42
GO:0006665	0.784425360381492	2	41
GO:0006687	1.0	0	4
GO:0000122	1.3842299600288083e-31	169	946
GO:0001569	0.012862832909254275	4	14
GO:0030170	0.9804238549417897	1	55
GO:0019842	1.0	0	3
GO:0072014	0.24850146150336413	1	4
GO:0046627	0.705368222563323	2	35
GO:1900076	1.0	0	9
GO:0046626	1.0	0	11
GO:0070979	0.9384556543568712	1	39
GO:0000776	0.998314125883885	3	149
GO:0035924	0.11159809365893815	4	27
GO:0002027	0.890915787877195	1	31
GO:0030521	0.776985913544772	1	21
GO:0030518	0.8741396251113995	1	29
GO:0043401	1.0	0	6
GO:0009755	0.7604044525852482	2	39
GO:0030522	0.7604044525852482	2	39
GO:0060021	0.22724896579374929	3	24
GO:0008045	0.0166000094611534	4	15
GO:0034140	0.24850146150336413	1	4
GO:0051865	0.0027965935177117923	12	70
GO:0008076	0.9977203979224207	1	85
GO:0034705	1.0	0	11
GO:0034703	1.0	0	15
GO:0034702	1.0	0	7
GO:1902495	0.6401740179487392	2	31
GO:1990351	1.0	0	4
GO:0033625	0.47422283438659296	1	9
GO:0033623	0.01358885255864113	2	3
GO:0045661	0.04127016152442236	2	5
GO:0009143	0.04127016152442236	2	5
GO:0005544	0.8946619182510875	2	54
GO:0043547	0.7918727302176499	3	60
GO:0090271	0.19286060605380606	1	3
GO:0004197	0.9474511251769387	2	66
GO:0008234	0.8946619182510875	2	54
GO:0004175	0.0009297838422159016	16	97
GO:1990715	0.3003092864980996	1	5
GO:0002767	0.5604791806573788	3	42
GO:0004630	0.3003092864980996	1	5
GO:0034162	0.19849321650809154	2	12
GO:0140894	1.0	0	3
GO:0002753	0.1390742498706813	3	19
GO:0010507	0.17631302173122235	6	55
GO:0032743	0.29638122349016605	4	40
GO:0034599	0.9942172967087267	2	102
GO:0097242	0.32928177815957166	2	17
GO:0070986	0.10071895874712865	2	8
GO:0098548	0.24850146150336413	1	4
GO:0005044	0.0053245030568147365	7	32
GO:1902555	1.0	0	7
GO:0140535	1.0	0	7
GO:0005697	0.776985913544772	1	21
GO:0034766	1.0	0	3
GO:1903028	0.6811720512583292	1	16
GO:0060290	0.07905658610117396	2	7
GO:0048706	0.1906159710115221	3	22
GO:0001501	0.08768266135109685	11	101
GO:0005436	0.5756674533753028	1	12
GO:0005315	1.0	0	6
GO:0010494	0.5393210992332547	7	100
GO:0060137	0.19286060605380606	1	3
GO:0019371	0.544236266969702	1	11
GO:0019369	1.0	0	40
GO:0001676	1.0	0	31
GO:0120254	1.0	0	5
GO:0010756	0.47422283438659296	1	9
GO:0010755	0.01358885255864113	2	3
GO:0010954	0.05552847388944662	3	13
GO:0033572	0.544236266969702	1	11
GO:0003184	0.7236422578828927	1	18
GO:0003179	1.0	0	6
GO:0032008	0.23419796958366368	4	36
GO:0072546	0.5104787423462751	1	10
GO:0003697	0.7628180296024631	6	108
GO:2000439	0.3003092864980996	1	5
GO:0002693	0.3003092864980996	1	5
GO:0021680	0.34854795329137683	1	6
GO:0003310	0.19286060605380606	1	3
GO:0035883	1.0	0	4
GO:0042101	0.6811720512583292	1	16
GO:0032836	0.43528378435773646	1	8
GO:0039706	0.604932507316985	1	13
GO:0008595	0.3934631811564106	1	7
GO:0009948	0.6321806093576154	1	14
GO:0000578	0.34854795329137683	1	6
GO:0009880	0.42991478497756974	2	21
GO:0015012	0.8741396251113995	1	29
GO:0180064	1.0	0	3
GO:0006493	0.9161985841136829	2	58
GO:0030201	0.19286060605380606	1	3
GO:0005922	0.776985913544772	1	21
GO:0016358	0.8067002661134604	1	23
GO:0004438	0.6321806093576154	1	14
GO:0021766	0.06028342668604793	6	41
GO:0072049	0.19286060605380606	1	3
GO:0014898	0.34854795329137683	1	6
GO:0003300	1.0	0	8
GO:0005925	0.5109846203119112	28	403
GO:0030055	0.34854795329137683	1	6
GO:0030695	0.8324579989766606	1	25
GO:2000773	0.15570374350738317	3	20
GO:2000772	0.43528378435773646	1	8
GO:0010544	0.12377138412688521	2	9
GO:0045662	0.7427076829224035	1	19
GO:0010903	0.34854795329137683	1	6
GO:0045747	2.2618479450200965e-05	12	43
GO:0038133	0.43528378435773646	1	8
GO:0005815	0.9949035605427091	2	104
GO:0030275	0.34854795329137683	1	6
GO:0010997	0.47422283438659296	1	9
GO:0050840	1.9635947482616508e-05	10	30
GO:0010667	0.1729089256242666	3	21
GO:0010664	1.0	0	5
GO:0010656	1.0	0	5
GO:0090084	0.5104787423462751	1	10
GO:0034138	0.6321806093576154	1	14
GO:0002438	0.3003092864980996	1	5
GO:0002526	1.0	0	6
GO:0002437	1.0	0	8
GO:0007156	0.8636357300866914	9	176
GO:0051310	0.6811720512583292	1	16
GO:0050000	1.0	0	3
GO:0030178	0.15607865532800158	6	53
GO:0018023	0.43528378435773646	1	8
GO:0008063	0.3934631811564106	1	7
GO:1903589	0.5104787423462751	1	10
GO:0001936	0.3934631811564106	1	7
GO:0001938	0.12525842296194775	7	61
GO:0032722	0.18402023328955858	5	44
GO:0051539	0.6221957864493053	2	30
GO:0051536	1.0	0	29
GO:0002039	0.5466693563967093	5	71
GO:0045577	0.014069468163309886	3	8
GO:0061844	0.9989044397162263	2	128
GO:0005576	5.628369649638383e-05	246	2842
GO:0072012	1.0	0	4
GO:0001944	1.0	0	15
GO:0001568	0.20875267198801012	3	23
GO:0031047	0.6321806093576154	1	14
GO:0031594	0.1517126999166264	9	88
GO:0030299	0.5104787423462751	1	10
GO:0050892	1.0	0	12
GO:0001553	0.19286060605380606	1	3
GO:0034383	0.6321806093576154	1	14
GO:0034381	0.24850146150336413	1	4
GO:0046875	0.5641278200212558	2	27
GO:0032052	0.47422283438659296	1	9
GO:0031406	1.0	0	8
GO:0005496	1.0	0	24
GO:0009950	0.3003092864980996	1	5
GO:0043236	0.1729089256242666	3	21
GO:0005677	0.03549241261796501	3	11
GO:0030325	0.6321806093576154	1	14
GO:0006898	0.402242305108959	6	74
GO:0045893	3.225524407474606e-06	85	747
GO:0045603	0.12377138412688521	2	9
GO:0030858	0.3003092864980996	1	5
GO:0070536	0.5641278200212558	2	27
GO:0035313	0.00019664136465441257	6	14
GO:0048286	0.6811720512583292	1	16
GO:0070105	0.19286060605380606	1	3
GO:0019957	0.8200390438214065	1	24
GO:0019956	1.0	0	7
GO:0019955	0.02348343426763547	7	42
GO:0097485	0.24850146150336413	1	4
GO:0010821	0.4771867610776184	2	23
GO:2001224	0.6811720512583292	1	16
GO:2001222	0.32928177815957166	2	17
GO:0001570	0.00018610318380355922	10	38
GO:0070507	0.34221250621287286	3	30
GO:0051493	1.0	0	23
GO:0061643	0.19286060605380606	1	3
GO:0050919	7.954736331192907e-07	13	38
GO:0070461	0.07905658610117396	2	7
GO:0000123	0.004417876376631224	7	31
GO:0097494	0.34854795329137683	1	6
GO:0038135	0.04127016152442236	2	5
GO:0009597	0.24850146150336413	1	4
GO:0006099	0.890915787877195	1	31
GO:0017150	0.025938039705131852	2	4
GO:0034351	0.12377138412688521	2	9
GO:0030877	0.044954894131595535	3	12
GO:0009913	0.10071895874712865	2	8
GO:0014012	0.3003092864980996	1	5
GO:0061975	0.19286060605380606	1	3
GO:0051216	0.1280365707326607	5	39
GO:0004697	0.6811720512583292	1	16
GO:0004725	0.9990363957646451	1	97
GO:0004181	0.9119845358355788	1	34
GO:0004180	1.0	0	22
GO:0035315	0.47422283438659296	1	9
GO:0043473	0.6575506730915142	1	15
GO:0030324	0.45589001451650385	3	36
GO:0071314	0.3934631811564106	1	7
GO:0071312	1.0	0	4
GO:0043279	1.0	0	10
GO:0042220	0.8828273436859545	1	30
GO:0071679	0.044954894131595535	3	12
GO:0042117	0.5104787423462751	1	10
GO:0003094	0.3032300005892878	2	16
GO:0003014	1.0	0	5
GO:0045064	0.3003092864980996	1	5
GO:0002286	1.0	0	21
GO:0042093	1.0	0	5
GO:0035710	1.0	0	4
GO:0046631	1.0	0	8
GO:0042428	0.3934631811564106	1	7
GO:0060546	0.27699971708303567	2	15
GO:0062099	1.0	0	3
GO:0031252	0.9408853890375448	2	64
GO:0008630	0.07290014524208516	6	43
GO:0003203	0.32928177815957166	2	17
GO:0070531	0.3934631811564106	1	7
GO:0099010	0.12377138412688521	2	9
GO:0050808	0.9208965774025335	2	59
GO:2000379	0.6740949721469711	2	33
GO:0061462	0.6811720512583292	1	16
GO:0071140	0.24850146150336413	1	4
GO:0071139	0.3003092864980996	1	5
GO:0072537	0.34854795329137683	1	6
GO:0004707	0.27699971708303567	2	15
GO:0000900	0.05247265080608215	4	21
GO:0030371	0.6811720512583292	1	16
GO:0045182	0.1906159710115221	3	22
GO:0140851	0.19286060605380606	1	3
GO:0070315	0.025938039705131852	2	4
GO:0030673	0.6575506730915142	1	15
GO:0032589	1.0	0	3
GO:0031256	0.17290349611200884	2	11
GO:0070098	0.9922868471499767	1	68
GO:0007186	0.999999999999995	19	1029
GO:0045163	0.3003092864980996	1	5
GO:0000979	0.776985913544772	1	21
GO:0001046	0.7604587169463339	1	20
GO:0000977	3.2492191606335445e-50	125	395
GO:0030200	0.5756674533753028	1	12
GO:0030167	0.24850146150336413	1	4
GO:0006516	1.0	0	16
GO:0016235	0.5756674533753028	1	12
GO:0016234	0.7604587169463339	1	20
GO:0045665	0.8741396251113995	1	29
GO:0045664	0.7604587169463339	1	20
GO:0048019	0.284235122210417	3	27
GO:0030547	0.43528378435773646	1	8
GO:0002296	0.19286060605380606	1	3
GO:0005085	0.999189035012887	6	236
GO:0050656	0.1479196627494554	2	10
GO:0016556	0.6811720512583292	1	16
GO:2001240	0.20875267198801012	3	23
GO:2001237	0.30352487113286764	3	28
GO:2001236	1.0	0	4
GO:2001233	0.1479196627494554	2	10
GO:2001234	0.4771867610776184	2	23
GO:0010988	0.19286060605380606	1	3
GO:0042383	0.8923851335463922	5	112
GO:0005886	0.9999999998081937	286	5558
GO:0043923	0.7031651933270016	1	17
GO:0044788	1.0	0	8
GO:0044794	0.5756674533753028	1	12
GO:2000535	0.3003092864980996	1	5
GO:0045322	0.12377138412688521	2	9
GO:0034666	0.19286060605380606	1	3
GO:1990341	0.002939856976196116	3	5
GO:0035909	0.5104787423462751	1	10
GO:0048844	0.0025855973915317023	5	15
GO:0030509	0.06673722322934932	8	63
GO:0141091	1.0	0	11
GO:0007178	0.3615114297075189	3	31
GO:0097070	0.24850146150336413	1	4
GO:0097150	0.5756674533753028	1	12
GO:0007229	8.173600943574878e-06	19	89
GO:0002418	0.01358885255864113	2	3
GO:0051457	0.5756674533753028	1	12
GO:0032507	1.0	0	4
GO:0071604	0.19286060605380606	1	3
GO:0050897	0.3003092864980996	1	5
GO:0006622	0.4999083788306975	2	24
GO:0006623	1.0	0	12
GO:0007034	1.0	0	22
GO:0007041	0.5219841200953089	2	25
GO:0046599	0.1479196627494554	2	10
GO:1902115	1.0	0	5
GO:0048471	0.9999984770464505	22	719
GO:1903671	0.5756674533753028	1	12
GO:1903670	1.0	0	7
GO:1902219	0.025938039705131852	2	4
GO:0140939	0.3934631811564106	1	7
GO:0005758	0.9572410894384904	3	92
GO:0045211	0.9465977818430006	11	240
GO:0048568	0.8440205178320941	1	26
GO:0007595	0.42991478497756974	2	21
GO:0007589	1.0	0	4
GO:0060416	0.2507071807887816	2	14
GO:0061205	0.19286060605380606	1	3
GO:0046676	0.5219841200953089	2	25
GO:0050796	1.0	0	42
GO:0090276	1.0	0	4
GO:0046883	1.0	0	4
GO:0050708	0.1479196627494554	2	10
GO:0050709	0.35505509587685286	2	18
GO:0051224	1.0	0	3
GO:1903531	1.0	0	4
GO:0046888	0.5104787423462751	1	10
GO:0035754	0.34854795329137683	1	6
GO:0097490	0.005578579509839814	3	6
GO:0061436	0.864808266812163	1	28
GO:0098773	0.059115952531713624	2	6
GO:0008544	0.10680648641383021	10	93
GO:1904491	0.776985913544772	1	21
GO:0002456	0.6321806093576154	1	14
GO:0008175	0.43528378435773646	1	8
GO:0044325	0.9781955917723064	5	148
GO:0035035	0.0014950641159999802	7	26
GO:1903566	0.34854795329137683	1	6
GO:0045110	0.3934631811564106	1	7
GO:0045109	0.003558120960318611	12	72
GO:0060037	0.7031651933270016	1	17
GO:0017002	0.24850146150336413	1	4
GO:0016233	0.544236266969702	1	11
GO:0000723	0.9161985841136829	2	58
GO:0032200	0.3003092864980996	1	5
GO:1903672	0.8200390438214065	1	24
GO:0045766	0.004172880792183544	18	132
GO:0051788	0.19286060605380606	1	3
GO:0034727	0.7236422578828927	1	18
GO:0016237	0.19286060605380606	1	3
GO:0044804	1.0	0	5
GO:0048069	0.10071895874712865	2	8
GO:0048066	0.5104787423462751	1	10
